dotCount	x	y	frequency	colour	size	pval	description	legend	members	representative	user
83	-1.9657631133804025	-0.08434124605276525	1.8821022932425369	-5.026073902862759	1.791759469228055	9.41729331038754e-06	dendritic cell antigen processing a...	83. dendritic cell antigen processing a...	['GO:0002468', 'GO:0019882', 'GO:0042590', 'GO:0002479', 'GO:0002474']	GO:0002468	0
84	-2.852036440384372	0.23019869856930875	1.575160698695202	-4.994422570827835	2.70805020110221	1.01292532439512e-05	response to iron ion	84. response to iron ion	['GO:0010039', 'GO:0071281', 'GO:0046686', 'GO:0071276', 'GO:0010044', 'GO:0033273', 'GO:0071295', 'GO:0007584', 'GO:0033591', 'GO:0051593', 'GO:0032094', 'GO:0033280', 'GO:0097501', 'GO:1990169']	GO:0010039	0
85	1.3956334170623181	3.11276165850986	1.8083693838552073	-4.994181333810548	1.9459101490553132	1.01348812906465e-05	prostate gland morphogenesis	85. prostate gland morphogenesis	['GO:0060512', 'GO:0022612', 'GO:0007435', 'GO:0060425', 'GO:0042475', 'GO:0043589']	GO:0060512	0
86	-0.8914448495246519	2.2507409126772413	1.4813259479623964	-4.992627499630446	2.1972245773362196	1.01712071731708e-05	intracellular lipid transport	86. intracellular lipid transport	['GO:0032365', 'GO:0032366', 'GO:0006853', 'GO:0032367', 'GO:0030301', 'GO:0043691', 'GO:0033344', 'GO:0015721']	GO:0032365	0
87	0.008421168275171698	-3.5793315719496253	1.6629627279234616	-4.962843203812802	1.6094379124341003	1.08932330789013e-05	negative regulation of interleukin-...	87. negative regulation of interleukin-...	['GO:0032692', 'GO:0032691', 'GO:0032651', 'GO:0032731']	GO:0032692	0
88	-2.809024647967027	-0.2588669437043747	1.7515304685215305	-4.953338482296384	1.9459101490553132	1.11342640828349e-05	response to nitric oxide	88. response to nitric oxide	['GO:0071731', 'GO:0014074', 'GO:0097305', 'GO:0097306', 'GO:0035094', 'GO:0051597']	GO:0071731	0
89	-1.880546437310013	2.051024126034288	1.1018538313016237	-4.9388831529571	1.9459101490553132	1.15111005374313e-05	organic hydroxy compound catabolic ...	89. organic hydroxy compound catabolic ...	['GO:1901616', 'GO:0046164', 'GO:1901617', 'GO:0046165', 'GO:0034310', 'GO:0006069']	GO:1901616	0
90	1.7686581938222612	2.7584416125894156	1.7449662401011174	-4.9333680139460965	1.6094379124341003	1.1658213007304e-05	cardiac atrium morphogenesis	90. cardiac atrium morphogenesis	['GO:0003209', 'GO:0003206', 'GO:0003215', 'GO:0003208']	GO:0003209	0
91	-2.4022871441624942	1.470619403900317	1.3669974234864897	-4.928572136155264	2.1972245773362196	1.17876671426043e-05	tetrahydrobiopterin biosynthetic pr...	91. tetrahydrobiopterin biosynthetic pr...	['GO:0006729', 'GO:0046146', 'GO:0032959', 'GO:0042559', 'GO:0042558', 'GO:0046654', 'GO:0046655', 'GO:0006760']	GO:0006729	0
92	-2.6801310820558375	-0.34528178596239334	1.7645204143499662	-4.917101301809456	2.5649493574615367	1.21031578715902e-05	T cell mediated cytotoxicity	92. T cell mediated cytotoxicity	['GO:0001909', 'GO:0001913', 'GO:0002456', 'GO:0042267', 'GO:0002228', 'GO:0070944', 'GO:0051873', 'GO:0051702', 'GO:0001906', 'GO:0031640', 'GO:0042088', 'GO:0002460']	GO:0001913	0
93	1.9916529449783864	-2.3449103782132674	1.7085459622489743	-4.910948287644353	2.3978952727983707	1.22758539362611e-05	positive regulation of non-canonica...	93. positive regulation of non-canonica...	['GO:2000052', 'GO:2000050', 'GO:2000096', 'GO:2000095', 'GO:0003402', 'GO:0003307', 'GO:0003308', 'GO:0010641', 'GO:0010640', 'GO:0030177']	GO:2000052	0
94	2.147485042474763	2.4114906808953	1.7489057661837941	-4.904317686836047	1.6094379124341003	1.24647138564082e-05	cranial suture morphogenesis	94. cranial suture morphogenesis	['GO:0060363', 'GO:0001763', 'GO:0048703', 'GO:0060027']	GO:0060363	0
95	1.9215367688562586	-1.3055676449223135	1.7923562484758664	-4.901796855734683	1.6094379124341003	1.25372747755703e-05	regulation of neutrophil apoptotic ...	95. regulation of neutrophil apoptotic ...	['GO:0033029', 'GO:0033032', 'GO:0033033', 'GO:2000110']	GO:0033029	0
96	-0.9624142733854545	1.0583262315426045	1.7969402368073701	-4.8986757718689935	1.6094379124341003	1.26276991989638e-05	lipoxin biosynthetic process	96. lipoxin biosynthetic process	['GO:2001301', 'GO:2001300', 'GO:0046951', 'GO:0035338']	GO:2001301	0
97	-0.606388360924659	0.661947025539934	1.5278639240059002	-4.897662666563947	1.6094379124341003	1.26571909906392e-05	cell-cell recognition	97. cell-cell recognition	['GO:0009988', 'GO:0035036', 'GO:0001771', 'GO:0008037']	GO:0009988	0
98	-0.6227245084505056	2.131206792245314	1.5016033998921903	-4.8821264901048025	1.791759469228055	1.31181777089928e-05	amino acid import	98. amino acid import	['GO:0043090', 'GO:0089718', 'GO:0051933', 'GO:0015800', 'GO:0051938']	GO:0043090	0
99	-2.6786504706812124	0.45105020777137056	1.6979738060861902	-4.880259026755242	3.332204510175204	1.31747072360522e-05	interleukin-1 production	99. interleukin-1 production	['GO:0032612', 'GO:0032611', 'GO:0032637', 'GO:0032621', 'GO:0032613', 'GO:0032609', 'GO:0032610', 'GO:0032615', 'GO:0010573', 'GO:0032623', 'GO:0032635', 'GO:0032627', 'GO:0032633', 'GO:0032640', 'GO:0071706', 'GO:0032604', 'GO:0002367', 'GO:0032602', 'GO:0071605', 'GO:0032607', 'GO:0032606', 'GO:0032608', 'GO:0032905', 'GO:0071604', 'GO:0010934', 'GO:0061082', 'GO:0002440']	GO:0032612	0
100	1.0319402437027922	-1.1095137902214949	1.7653072141008455	-4.831443447127859	2.3978952727983707	1.47420049562141e-05	regulation of epithelial cell proli...	100. regulation of epithelial cell proli...	['GO:2000794', 'GO:0050679', 'GO:0050680', 'GO:0001937', 'GO:2000345', 'GO:0010837', 'GO:1903587', 'GO:0001936', 'GO:0001938', 'GO:1905564']	GO:2000794	0
101	2.563770954189636	-1.6444475496994577	1.756514727036371	-4.815991682871228	1.791759469228055	1.52759531277802e-05	activation of transmembrane recepto...	101. activation of transmembrane recepto...	['GO:0007171', 'GO:0050731', 'GO:0042531', 'GO:0006919', 'GO:0043280']	GO:0007171	0
102	0.7857998840328976	-0.9917189234216435	1.7035187916137549	-4.811243907415087	2.3978952727983707	1.54438684113467e-05	negative regulation of lipase activ...	102. negative regulation of lipase activ...	['GO:0060192', 'GO:0060191', 'GO:0060193', 'GO:0010517', 'GO:0007202', 'GO:0010863', 'GO:1900274', 'GO:0051006', 'GO:0061365', 'GO:0051004']	GO:0060192	0
103	2.6979186739630645	-1.9951059838757808	1.5971296468833427	-4.798286542768582	2.1972245773362196	1.59115855156156e-05	regulation of natural killer cell m...	103. regulation of natural killer cell m...	['GO:0002715', 'GO:0002717', 'GO:0002858', 'GO:0002855', 'GO:0002837', 'GO:0002839', 'GO:0002836', 'GO:0002840']	GO:0002715	0
104	0.5672929209126362	-2.203767633841407	1.704748194339583	-4.795912566372215	1.6094379124341003	1.59988008944234e-05	negative regulation of necroptotic ...	104. negative regulation of necroptotic ...	['GO:0060546', 'GO:0060547', 'GO:0060544', 'GO:0010939']	GO:0060546	0
105	0.543649893558148	-3.9494933664737784	1.76956954023221	-4.778800331199207	1.9459101490553132	1.66417758749038e-05	negative regulation of monocyte dif...	105. negative regulation of monocyte dif...	['GO:0045656', 'GO:0045655', 'GO:0045657', 'GO:1902106', 'GO:1903707', 'GO:0051151']	GO:0045656	0
106	2.29111744088859	2.964128640718595	1.5175378170282259	-4.7666150626254336	3.4657359027997265	1.71153166088622e-05	tissue regeneration	106. tissue regeneration	['GO:0042246', 'GO:0031099', 'GO:0055017', 'GO:0048839', 'GO:0043403', 'GO:0030901', 'GO:0090102', 'GO:0001945', 'GO:0061448', 'GO:0060041', 'GO:0031018', 'GO:0007398', 'GO:0097421', 'GO:0014012', 'GO:0031103', 'GO:0031102', 'GO:0003229', 'GO:0048738', 'GO:0048745', 'GO:0003163', 'GO:0003161', 'GO:0060602', 'GO:0003401', 'GO:0060677', 'GO:0003197', 'GO:0048339', 'GO:0060419', 'GO:0035265', 'GO:0030282', 'GO:0031214', 'GO:0035630']	GO:0042246	0
107	2.1481750892774314	2.6479364116382014	1.7495540723366991	-4.76057548831873	1.9459101490553132	1.73549957510621e-05	pericardium development	107. pericardium development	['GO:0060039', 'GO:0072073', 'GO:0061053', 'GO:0072163', 'GO:0003158', 'GO:0060428']	GO:0060039	0
108	-0.13335303739940924	-1.889715465378434	1.7918017684645837	-4.752140223291739	2.4849066497880004	1.76953752476505e-05	regulation of heart morphogenesis	108. regulation of heart morphogenesis	['GO:2000826', 'GO:0090381', 'GO:0003129', 'GO:0003156', 'GO:1901321', 'GO:0042482', 'GO:0090190', 'GO:0090189', 'GO:1905332', 'GO:0060688', 'GO:1905330']	GO:2000826	0
109	1.7250291408186273	-2.094829240974375	1.791251200954424	-4.751520456028464	1.9459101490553132	1.77206457583345e-05	positive regulation of apoptotic ce...	109. positive regulation of apoptotic ce...	['GO:2000427', 'GO:2000425', 'GO:0050766', 'GO:0050764', 'GO:1905451', 'GO:0060369']	GO:2000427	0
110	-0.2951655372989542	-1.6472994585033163	1.6782826391617243	-4.743050282667763	2.1972245773362196	1.80696490328369e-05	positive regulation of cytosolic ca...	110. positive regulation of cytosolic ca...	['GO:0051482', 'GO:0051481', 'GO:0006879', 'GO:0055072', 'GO:0006878', 'GO:0080144', 'GO:0055078', 'GO:0055067']	GO:0051482	0
111	-0.1071819588403842	-1.437798294957641	1.7934771809154142	-4.742577395671194	1.9459101490553132	1.80893351127143e-05	regulation of resting membrane pote...	111. regulation of resting membrane pote...	['GO:0060075', 'GO:0099623', 'GO:0060307', 'GO:1904181', 'GO:0045759', 'GO:0051901']	GO:0060075	0
112	-2.1795971791237347	1.4559052303826154	0.8679676452224949	-4.734173986446567	1.791759469228055	1.84427641972684e-05	lysine metabolic process	112. lysine metabolic process	['GO:0006553', 'GO:0009066', 'GO:0006566', 'GO:0006554', 'GO:0009068']	GO:0006553	0
113	-0.09790175343262084	-3.2994489729714838	1.7284297585111077	-4.716772474983581	2.0794415416798357	1.91967418634587e-05	negative regulation of digestive sy...	113. negative regulation of digestive sy...	['GO:0060457', 'GO:0044058', 'GO:0060453', 'GO:0090186', 'GO:0031644', 'GO:0031646', 'GO:0031643']	GO:0060457	0
114	-0.5315898657182799	0.7946052225105129	1.666031137055111	-4.681151052368456	2.302585092994046	2.08376600044913e-05	heterotypic cell-cell adhesion	114. heterotypic cell-cell adhesion	['GO:0034113', 'GO:0034109', 'GO:0044331', 'GO:0060710', 'GO:0016338', 'GO:0090136', 'GO:0070486', 'GO:0071593', 'GO:0050901']	GO:0034113	0
115	-0.2091964856202319	0.6458916428880405	1.6815753631319652	-4.678955334217281	2.5649493574615367	2.09432783961905e-05	eating behavior	115. eating behavior	['GO:0042755', 'GO:0002023', 'GO:0001967', 'GO:0042756', 'GO:0090659', 'GO:0007628', 'GO:0007625', 'GO:0048266', 'GO:0007631', 'GO:0035095', 'GO:0008344', 'GO:0048149']	GO:0042755	0
116	1.6626418929923144	2.99986497127169	1.8159175463896	-4.65974653850692	1.791759469228055	2.18903881072929e-05	cardiac neural crest cell developme...	116. cardiac neural crest cell developme...	['GO:0061309', 'GO:0061308', 'GO:0048864', 'GO:0014031', 'GO:0014032']	GO:0061309	0
117	-2.3364083823220487	-0.8048407202017032	1.7029572605379402	-4.644137068986267	1.6094379124341003	2.26914856605864e-05	production of molecular mediator in...	117. production of molecular mediator in...	['GO:0002532', 'GO:0002534', 'GO:0002536', 'GO:0002349']	GO:0002532	0
118	0.1068943035182754	-2.4028112879019754	1.750701143317907	-4.6410067189488915	1.9459101490553132	2.28556344326059e-05	negative regulation of mesenchymal ...	118. negative regulation of mesenchymal ...	['GO:0072201', 'GO:0010464', 'GO:0070664', 'GO:0032945', 'GO:0050672', 'GO:0042130']	GO:0072201	0
119	-1.2057879796397086	-2.116907362248299	1.6262370036290756	-4.625375116099974	2.0794415416798357	2.36932634738451e-05	C21-steroid hormone metabolic proce...	119. C21-steroid hormone metabolic proce...	['GO:0008207', 'GO:0006700', 'GO:0042448', 'GO:0034754', 'GO:0042446', 'GO:0042445', 'GO:0008210']	GO:0008207	0
120	-0.6607854169204156	-1.728871681774365	1.7769926510832923	-4.622710867010067	2.3978952727983707	2.38390603450878e-05	cellular water homeostasis	120. cellular water homeostasis	['GO:0009992', 'GO:0046916', 'GO:0042989', 'GO:0035437', 'GO:0097494', 'GO:0042310', 'GO:0097746', 'GO:0003018', 'GO:0035296', 'GO:0035150']	GO:0009992	0
121	2.1301019573416373	-2.844040881903198	1.6415725375012724	-4.62081922206885	3.091042453358316	2.39431219718478e-05	positive regulation of T cell migra...	121. positive regulation of T cell migra...	['GO:2000406', 'GO:2000404', 'GO:0071675', 'GO:2000401', 'GO:1903236', 'GO:1903238', 'GO:1904996', 'GO:1904994', 'GO:1904995', 'GO:2000389', 'GO:1903975', 'GO:1903977', 'GO:1904141', 'GO:1904139', 'GO:0090051', 'GO:0090049', 'GO:1901623', 'GO:0010819', 'GO:0010820', 'GO:2000510', 'GO:2000508']	GO:2000406	0
122	0.631751538414586	-1.973804723752314	1.8024433021182091	-4.61758057029319	2.0794415416798357	2.41223397353663e-05	negative regulation of NLRP3 inflam...	122. negative regulation of NLRP3 inflam...	['GO:1900226', 'GO:1900225', 'GO:1900227', 'GO:1905809', 'GO:0051964', 'GO:0033623', 'GO:0033625']	GO:1900226	0
123	-1.1026432029175515	0.6762000279779832	1.3134161170260872	-4.617501501118399	1.9459101490553132	2.41267319328609e-05	ammonium ion metabolic process	123. ammonium ion metabolic process	['GO:0097164', 'GO:0019695', 'GO:0042426', 'GO:0001692', 'GO:0052803', 'GO:0052805']	GO:0097164	0
124	-0.1919318104014696	-3.3214832166709316	1.736078550538783	-4.585423695673931	2.0794415416798357	2.5976240966008e-05	regulation of excretion	124. regulation of excretion	['GO:0044062', 'GO:0035813', 'GO:0035815', 'GO:0051048', 'GO:1903531', 'GO:0014062', 'GO:0060123']	GO:0044062	0
125	1.6073220863441657	-4.188892984512312	1.5894587037238936	-4.58537034400289	3.258096538021482	2.59794322591267e-05	positive regulation of myeloid leuk...	125. positive regulation of myeloid leuk...	['GO:0002763', 'GO:0045639', 'GO:0045672', 'GO:0045670', 'GO:0002761', 'GO:0030852', 'GO:1902107', 'GO:1903708', 'GO:1904760', 'GO:0045667', 'GO:0031650', 'GO:0040019', 'GO:2001214', 'GO:1905207', 'GO:0048505', 'GO:0040034', 'GO:0045651', 'GO:0045649', 'GO:0010718', 'GO:0010717', 'GO:1905007', 'GO:1905005', 'GO:0030501', 'GO:0070169', 'GO:0045778']	GO:0002763	0
126	-0.26122539303671316	-3.4854265876165833	1.5839639795161253	-4.582860940134699	2.3978952727983707	2.6129978950018e-05	regulation of chondrocyte different...	126. regulation of chondrocyte different...	['GO:0032330', 'GO:0061035', 'GO:0032331', 'GO:0061036', 'GO:0045766', 'GO:1904018', 'GO:1901532', 'GO:1905456', 'GO:2000973', 'GO:1901533']	GO:0032330	0
127	-1.981886647079779	-0.11152469304721478	1.8693463393169385	-4.5720605411631094	1.3862943611198906	2.67879487162448e-05	T cell tolerance induction	127. T cell tolerance induction	['GO:0002517', 'GO:0002507', 'GO:0002249']	GO:0002517	0
128	0.20446552889601116	-2.4969509567419093	1.6945220567209525	-4.563840005396719	1.791759469228055	2.72998332667695e-05	negative regulation of vascular ass...	128. negative regulation of vascular ass...	['GO:1904706', 'GO:1904705', 'GO:1904707', 'GO:0048662', 'GO:0048660']	GO:1904706	0
129	-2.2413958365673037	1.6976709552046758	1.2461581169578786	-4.56378886914541	1.9459101490553132	2.73030478904479e-05	malonyl-CoA metabolic process	129. malonyl-CoA metabolic process	['GO:2001293', 'GO:0006637', 'GO:0006084', 'GO:0035383', 'GO:0006104', 'GO:0015936']	GO:2001293	0
130	2.2717784866201254	2.263080458856053	1.856535735978131	-4.543645705532593	1.6094379124341003	2.85992269734026e-05	labyrinthine layer morphogenesis	130. labyrinthine layer morphogenesis	['GO:0060713', 'GO:0048704', 'GO:0048557', 'GO:0048596']	GO:0060713	0
131	-2.3276704877274734	-0.07871880697897866	1.8539720588296822	-4.538738035114572	1.6094379124341003	2.89242405616674e-05	microglial cell activation involved...	131. microglial cell activation involved...	['GO:0002282', 'GO:0001774', 'GO:0002281', 'GO:0042116']	GO:0002282	0
132	-0.39501630796026954	-2.5521603202645697	1.6510152787465293	-4.52553091435993	1.9459101490553132	2.98173529167389e-05	regulation of oligodendrocyte diffe...	132. regulation of oligodendrocyte diffe...	['GO:0048713', 'GO:0048714', 'GO:0045685', 'GO:0048715', 'GO:0045686', 'GO:0014014']	GO:0048713	0
133	-2.8359389007865325	0.13421897179446338	1.7754066965615625	-4.51310376661556	1.791759469228055	3.0682887900757e-05	response to follicle-stimulating ho...	133. response to follicle-stimulating ho...	['GO:0032354', 'GO:0071372', 'GO:0034698', 'GO:0071371', 'GO:0034699']	GO:0032354	0
134	1.5484180981291034	3.018691264710028	1.683716404570019	-4.496941385370347	1.6094379124341003	3.18462730649616e-05	mesodermal cell differentiation	134. mesodermal cell differentiation	['GO:0048333', 'GO:1903131', 'GO:0001837', 'GO:0048762']	GO:0048333	0
135	-1.7430914653718088	0.34414371907509383	1.7338973201364445	-4.495986865128708	2.3978952727983707	3.19163438193826e-05	ceramide 1-phosphate transport	135. ceramide 1-phosphate transport	['GO:1902389', 'GO:0035627', 'GO:1902001', 'GO:0015813', 'GO:1905039', 'GO:1903825', 'GO:0015908', 'GO:0015909', 'GO:0015914', 'GO:0045332']	GO:1902389	0
136	-0.410321580185717	-2.9945645646257653	1.780263091158858	-4.475746115161517	1.9459101490553132	3.34390464703516e-05	regulation of bone development	136. regulation of bone development	['GO:1903010', 'GO:1903012', 'GO:0030500', 'GO:0070167', 'GO:0030278', 'GO:0030279']	GO:1903010	0
137	-0.4657086169316498	1.8660906034029237	1.6784232716564707	-4.473880507796499	1.9459101490553132	3.35830002123894e-05	serotonin transport	137. serotonin transport	['GO:0006837', 'GO:0051610', 'GO:0014046', 'GO:0051620', 'GO:0015872', 'GO:0015874']	GO:0006837	0
138	-0.821714417599452	0.49017093465506983	1.650550118701304	-4.471577559589001	1.0986122886681098	3.37615549322878e-05	respiratory burst	138. respiratory burst	['GO:0045730', 'GO:0002679']	GO:0045730	0
139	-2.033190709701105	-0.29342670545886534	1.743140440362043	-4.468090223514425	1.9459101490553132	3.40337478157426e-05	response to tumor cell	139. response to tumor cell	['GO:0002347', 'GO:0002357', 'GO:0002418', 'GO:0002424', 'GO:0002420', 'GO:0002423']	GO:0002347	0
140	-2.981770213310914	-0.2800115988746244	1.7311186951023396	-4.451489364537522	1.9459101490553132	3.53598680292722e-05	response to peptidoglycan	140. response to peptidoglycan	['GO:0032494', 'GO:0071219', 'GO:0032493', 'GO:0070339', 'GO:0071221', 'GO:0071220']	GO:0032494	0
141	-0.7576656699264228	-1.5893094047700278	1.8502878155142537	-4.4499090821667755	2.0794415416798357	3.54887675789728e-05	maintenance of mitochondrion locati...	141. maintenance of mitochondrion locati...	['GO:0051659', 'GO:0051657', 'GO:0006880', 'GO:0097577', 'GO:0030730', 'GO:0051651', 'GO:0010878']	GO:0051659	0
142	2.390901400254457	2.6521460173967673	1.7151696840210988	-4.439965217408875	2.1972245773362196	3.63107134810914e-05	female genitalia development	142. female genitalia development	['GO:0030540', 'GO:0048806', 'GO:0060711', 'GO:0008406', 'GO:0060716', 'GO:0035904', 'GO:0060525', 'GO:0008584']	GO:0030540	0
143	-1.771478416888563	1.167524177739607	0.9882039013746524	-4.4378221340665025	2.0794415416798357	3.6490336302708e-05	riboflavin metabolic process	143. riboflavin metabolic process	['GO:0006771', 'GO:0042726', 'GO:0006767', 'GO:0006766', 'GO:0006775', 'GO:0006768', 'GO:0044272']	GO:0006771	0
144	0.8990101886722123	1.0632252699914124	1.8205926107367316	-4.431785245935605	1.9459101490553132	3.70011101157308e-05	compartment pattern specification	144. compartment pattern specification	['GO:0007386', 'GO:0001756', 'GO:0003139', 'GO:0003128', 'GO:0021511', 'GO:0010092']	GO:0007386	0
145	1.701838275686404	2.5742402498883163	1.8693463393169385	-4.430632836762999	1.3862943611198906	3.70994236890132e-05	cardiac atrium development	145. cardiac atrium development	['GO:0003230', 'GO:0003205', 'GO:0003231']	GO:0003230	0
146	-0.2339664863610424	-3.1412111200205577	1.7348445605480813	-4.419199360144806	2.0794415416798357	3.80890937672351e-05	regulation of granulocyte macrophag...	146. regulation of granulocyte macrophag...	['GO:0032645', 'GO:0032725', 'GO:0032677', 'GO:0032757', 'GO:0032717', 'GO:0032680', 'GO:1903555']	GO:0032645	0
147	0.830673994700258	-1.4345015153963583	1.7263146613876417	-4.414610781151977	1.791759469228055	3.84936611357301e-05	regulation of protein K63-linked ub...	147. regulation of protein K63-linked ub...	['GO:1900044', 'GO:1902914', 'GO:1902523', 'GO:1902498', 'GO:1902915']	GO:1900044	0
148	0.913771908109346	-3.9323591474568533	1.619551902373537	-4.413807816149931	1.9459101490553132	3.85648977169195e-05	positive regulation of gliogenesis	148. positive regulation of gliogenesis	['GO:0014015', 'GO:0045687', 'GO:0014013', 'GO:2001204', 'GO:0048711', 'GO:0048710']	GO:0014015	0
149	2.480449156231027	-2.947575949368153	1.6779320353800469	-4.409029209906012	1.791759469228055	3.89915760725668e-05	positive regulation of macrophage c...	149. positive regulation of macrophage c...	['GO:0010759', 'GO:1905523', 'GO:0010758', 'GO:1905521', 'GO:1905522']	GO:0010759	0
150	-2.1216332798810194	-0.3035817894553139	1.5465367754032677	-4.398810402834359	1.791759469228055	3.99199140143081e-05	hyperosmotic response	150. hyperosmotic response	['GO:0006972', 'GO:0042538', 'GO:0009651', 'GO:0071472', 'GO:0071476']	GO:0006972	0
151	0.9653493596113413	-3.7549230973078127	1.5819993064724545	-4.398180903474133	3.4657359027997265	3.99778189210664e-05	positive regulation of chemokine pr...	151. positive regulation of chemokine pr...	['GO:0032722', 'GO:0032642', 'GO:2000341', 'GO:0071639', 'GO:0071637', 'GO:0032661', 'GO:0032741', 'GO:0032733', 'GO:0032653', 'GO:0032693', 'GO:0032729', 'GO:0032649', 'GO:0032689', 'GO:0032760', 'GO:1903557', 'GO:0010574', 'GO:0010575', 'GO:0032735', 'GO:0032655', 'GO:0032695', 'GO:1903800', 'GO:0009893', 'GO:0032682', 'GO:0071638', 'GO:0032743', 'GO:0032703', 'GO:0032663', 'GO:0010988', 'GO:0010986', 'GO:1900221', 'GO:1900223']	GO:0032722	0
152	1.1443536895582	-3.11290682872366	1.681721357532921	-4.395996031067078	1.791759469228055	4.01794482753903e-05	positive regulation of stem cell di...	152. positive regulation of stem cell di...	['GO:2000738', 'GO:2000736', 'GO:2000737', 'GO:2000739', 'GO:1902036']	GO:2000738	0
153	-1.87629827915147	-0.13634887554657915	2.1304382092656735	-4.385574783681946	1.6094379124341003	4.11552473597032e-05	eosinophil mediated immunity	153. eosinophil mediated immunity	['GO:0002447', 'GO:0070942', 'GO:0002448', 'GO:0070943']	GO:0002447	0
154	0.4359088550218013	-3.706610618513501	1.7498801653543445	-4.378788768442979	1.6094379124341003	4.1803363983961e-05	regulation of gamma-delta T cell di...	154. regulation of gamma-delta T cell di...	['GO:0045586', 'GO:0046643', 'GO:0045588', 'GO:0046645']	GO:0045586	0
155	1.7923907588920482	-2.733258973596971	1.6723720179239332	-4.362123844570174	2.1972245773362196	4.34386335744774e-05	positive regulation of receptor int...	155. positive regulation of receptor int...	['GO:0002092', 'GO:0002090', 'GO:0060100', 'GO:1905155', 'GO:0060099', 'GO:1905153', 'GO:0045807', 'GO:0048260']	GO:0002092	0
156	-2.118705419600655	1.8573684197393758	1.581775128171262	-4.361578198358171	2.0794415416798357	4.34932440351865e-05	purine deoxyribonucleotide cataboli...	156. purine deoxyribonucleotide cataboli...	['GO:0009155', 'GO:0009151', 'GO:0046069', 'GO:0009221', 'GO:0009265', 'GO:0009263', 'GO:0046385']	GO:0009155	0
157	1.4960863891303597	-2.6762313396360247	1.6375049489899527	-4.35951201463033	1.9459101490553132	4.37006589243394e-05	positive regulation of protein proc...	157. positive regulation of protein proc...	['GO:0010954', 'GO:1903319', 'GO:0070613', 'GO:1903317', 'GO:0010755', 'GO:0010756']	GO:0010954	0
158	2.285246049995592	2.490581664818878	1.6935127975778768	-4.356090075845261	2.1972245773362196	4.40463498687649e-05	embryonic neurocranium morphogenesi...	158. embryonic neurocranium morphogenesi...	['GO:0048702', 'GO:0007369', 'GO:0048570', 'GO:0048701', 'GO:0060669', 'GO:0042472', 'GO:0002093', 'GO:0034446']	GO:0048702	0
159	1.5223676684221512	3.1462523120807084	1.6857578874440104	-4.3525290833855	1.9459101490553132	4.44089921013413e-05	neuroepithelial cell differentiatio...	159. neuroepithelial cell differentiatio...	['GO:0060563', 'GO:0061101', 'GO:0002065', 'GO:0009913', 'GO:0030216', 'GO:0030859']	GO:0060563	0
160	0.13520891576354568	-2.757976647795081	2.1304382092656735	-4.350817861538668	1.6094379124341003	4.45843191060336e-05	positive regulation of mesonephros ...	160. positive regulation of mesonephros ...	['GO:0061213', 'GO:0061217', 'GO:0090184', 'GO:0090183']	GO:0061213	0
161	0.7020192737132458	-2.3215772861817867	1.7772218268860023	-4.331707669188753	2.5649493574615367	4.65899592735353e-05	negative regulation of amyloid fibr...	161. negative regulation of amyloid fibr...	['GO:1905907', 'GO:1905906', 'GO:1901029', 'GO:1901028', 'GO:1900740', 'GO:1900739', 'GO:0090084', 'GO:0090071', 'GO:1902744', 'GO:2000392', 'GO:1902743', 'GO:0031272']	GO:1905907	0
162	-2.464185973357124	-0.882765135120811	1.6973597198168666	-4.331565899320663	2.3978952727983707	4.66051704512971e-05	renal absorption	162. renal absorption	['GO:0070293', 'GO:0070294', 'GO:0003094', 'GO:0097205', 'GO:0003096', 'GO:0003014', 'GO:0003071', 'GO:0001977', 'GO:0035810', 'GO:0035809']	GO:0070293	0
163	-0.3551381007620579	-2.8748709877462595	1.76471639299301	-4.330542080526783	2.302585092994046	4.67151684786504e-05	regulation of somitogenesis	163. regulation of somitogenesis	['GO:0014807', 'GO:0008360', 'GO:0030193', 'GO:1900046', 'GO:0050818', 'GO:1903034', 'GO:1900047', 'GO:0050819', 'GO:0061043']	GO:0014807	0
164	-0.2311796252167048	1.0373551524622275	1.8662966775167114	-4.277556405493045	0.6931471805599453	5.27768656556349e-05	lysosomal membrane organization	164. lysosomal membrane organization	['GO:0097212']	GO:0097212	0
165	1.2449322394400948	-2.350240426207829	1.7575853005910762	-4.268770917716986	1.791759469228055	5.38553784737994e-05	positive regulation of cell-cell ad...	165. positive regulation of cell-cell ad...	['GO:2000049', 'GO:2000047', 'GO:0042102', 'GO:0050671', 'GO:0032946']	GO:2000049	0
166	-2.9490339927422995	-0.2560286416796517	1.667325834954696	-4.26818330732177	2.302585092994046	5.39282953541109e-05	detection of molecule of bacterial ...	166. detection of molecule of bacterial ...	['GO:0032490', 'GO:0098581', 'GO:0042494', 'GO:0016045', 'GO:0098543', 'GO:0009595', 'GO:0009593', 'GO:0060242', 'GO:0050911']	GO:0032490	0
167	-0.5944786713658258	2.0743786794117702	1.4493568545006286	-4.266501935315126	1.6094379124341003	5.41374835387742e-05	tripeptide transport	167. tripeptide transport	['GO:0042939', 'GO:0035443', 'GO:0034775', 'GO:0006857']	GO:0042939	0
